date,area,hour,time_slot,kwh
2026-02-01,B2,22,22:00-24:00,43.05
2026-02-01,B3,0,00:00-02:00,11.97
2026-02-01,B3,2,02:00-04:00,13.06
2026-02-01,B3,4,04:00-06:00,18.1
2026-02-01,B3,6,06:00-08:00,17.3
2026-02-01,B3,8,08:00-10:00,33.09
2026-02-01,B3,10,10:00-12:00,90.25
2026-02-01,B3,12,12:00-14:00,84.09
2026-02-01,B3,14,14:00-16:00,98.0
2026-02-01,B3,16,16:00-18:00,35.39
2026-02-01,B3,18,18:00-20:00,40.38
2026-02-01,B3,20,20:00-22:00,48.87
2026-02-01,B3,22,22:00-24:00,38.14
2026-02-01,C1,0,00:00-02:00,70.52
2026-02-01,C1,2,02:00-04:00,77.59
2026-02-01,C1,4,04:00-06:00,37.81
2026-02-01,C1,6,06:00-08:00,54.33
2026-02-01,C1,8,08:00-10:00,41.08
2026-02-01,C1,10,10:00-12:00,38.36
2026-02-01,C1,12,12:00-14:00,17.49
2026-02-01,C1,14,14:00-16:00,23.29
2026-02-01,C1,16,16:00-18:00,22.6
2026-02-01,C1,18,18:00-20:00,37.02
2026-02-01,C1,20,20:00-22:00,76.05
2026-02-01,C1,22,22:00-24:00,54.16
2026-02-01,C2,0,00:00-02:00,71.94
2026-02-01,C2,2,02:00-04:00,74.75
2026-02-01,C2,4,04:00-06:00,50.24
2026-02-01,C2,6,06:00-08:00,35.38
2026-02-01,C2,8,08:00-10:00,32.33
2026-02-01,C2,10,10:00-12:00,34.63
2026-02-01,C2,12,12:00-14:00,15.99
2026-02-01,C2,14,14:00-16:00,24.01
2026-02-01,C2,16,16:00-18:00,24.65
2026-02-01,C2,18,18:00-20:00,41.92
2026-02-01,C2,20,20:00-22:00,82.82
2026-02-01,C2,22,22:00-24:00,71.41
2026-02-01,C3,0,00:00-02:00,69.0
2026-02-01,C3,2,02:00-04:00,66.5
2026-02-01,C3,4,04:00-06:00,38.14
2026-02-01,C3,6,06:00-08:00,30.71
2026-02-01,C3,8,08:00-10:00,41.59
2026-02-01,C3,10,10:00-12:00,39.76
2026-02-01,C3,12,12:00-14:00,22.24
2026-02-01,C3,14,14:00-16:00,20.28
2026-02-01,C3,16,16:00-18:00,19.51
2026-02-01,C3,18,18:00-20:00,34.77
2026-02-01,C3,20,20:00-22:00,70.76
2026-02-01,C3,22,22:00-24:00,77.75
2026-02-01,C4,0,00:00-02:00,57.99
2026-02-01,C4,2,02:00-04:00,70.92
2026-02-01,C4,4,04:00-06:00,41.4
2026-02-01,C4,6,06:00-08:00,35.69
2026-02-01,C4,8,08:00-10:00,36.47
2026-02-01,C4,10,10:00-12:00,41.38
2026-02-01,C4,12,12:00-14:00,16.6
2026-02-01,C4,14,14:00-16:00,21.05
2026-02-01,C4,16,16:00-18:00,17.31
2026-02-01,C4,18,18:00-20:00,46.38
2026-02-01,C4,20,20:00-22:00,94.55
2026-02-01,C4,22,22:00-24:00,60.96
2026-02-01,C5,0,00:00-02:00,75.61
2026-02-01,C5,2,02:00-04:00,62.37
2026-02-01,C5,4,04:00-06:00,46.25
2026-02-01,C5,6,06:00-08:00,32.41
2026-02-01,C5,8,08:00-10:00,42.88
2026-02-01,C5,10,10:00-12:00,34.76
2026-02-01,C5,12,12:00-14:00,19.38
2026-02-01,C5,14,14:00-16:00,16.91
2026-02-01,C5,16,16:00-18:00,22.47
2026-02-01,C5,18,18:00-20:00,34.98
2026-02-01,C5,20,20:00-22:00,75.8
2026-02-01,C5,22,22:00-24:00,66.39
2026-02-01,C6,0,00:00-02:00,68.8
2026-02-01,C6,2,02:00-04:00,71.55
2026-02-01,C6,4,04:00-06:00,35.43
2026-02-01,C6,6,06:00-08:00,41.26
2026-02-01,C6,8,08:00-10:00,49.18
2026-02-01,C6,10,10:00-12:00,35.33
2026-02-01,C6,12,12:00-14:00,23.52
2026-02-01,C6,14,14:00-16:00,24.49
2026-02-01,C6,16,16:00-18:00,17.55
2026-02-01,C6,18,18:00-20:00,31.27
2026-02-01,C6,20,20:00-22:00,73.17
2026-02-01,C6,22,22:00-24:00,64.25
2026-02-01,Common Area,0,00:00-02:00,89.62
2026-02-01,Common Area,2,02:00-04:00,70.37
2026-02-01,Common Area,4,04:00-06:00,35.19
2026-02-01,Common Area,6,06:00-08:00,33.12
2026-02-01,Common Area,8,08:00-10:00,46.54
2026-02-01,Common Area,10,10:00-12:00,36.57
2026-02-01,Common Area,12,12:00-14:00,20.13
2026-02-01,Common Area,14,14:00-16:00,22.87
2026-02-01,Common Area,16,16:00-18:00,18.55
2026-02-01,Common Area,18,18:00-20:00,39.72
2026-02-01,Common Area,20,20:00-22:00,69.83
2026-02-01,Common Area,22,22:00-24:00,77.17
2026-02-02,A1,0,00:00-02:00,76.2
2026-02-02,A1,2,02:00-04:00,67.69
2026-02-02,A1,4,04:00-06:00,40.38
2026-02-02,A1,6,06:00-08:00,37.77
2026-02-02,A1,8,08:00-10:00,31.13
2026-02-02,A1,10,10:00-12:00,41.55
2026-02-02,A1,12,12:00-14:00,25.68
2026-02-02,A1,14,14:00-16:00,17.35
2026-02-02,A1,16,16:00-18:00,17.68
2026-02-02,A1,18,18:00-20:00,34.78
2026-02-02,A1,20,20:00-22:00,77.61
2026-02-02,A1,22,22:00-24:00,74.71
2026-02-02,A2,0,00:00-02:00,68.34
2026-02-02,A2,2,02:00-04:00,60.36
2026-02-02,A2,4,04:00-06:00,40.55
2026-02-02,A2,6,06:00-08:00,30.61
2026-02-02,A2,8,08:00-10:00,40.86
2026-02-02,A2,10,10:00-12:00,45.23
2026-02-02,A2,12,12:00-14:00,16.25
2026-02-02,A2,14,14:00-16:00,15.4
2026-02-02,A2,16,16:00-18:00,24.74
2026-02-02,A2,18,18:00-20:00,36.33
2026-02-02,A2,20,20:00-22:00,81.93
2026-02-02,A2,22,22:00-24:00,68.38
2026-02-02,A3,0,00:00-02:00,68.3
2026-02-02,A3,2,02:00-04:00,74.6
2026-02-02,A3,4,04:00-06:00,34.7
2026-02-02,A3,6,06:00-08:00,40.79
2026-02-02,A3,8,08:00-10:00,37.71
2026-02-02,A3,10,10:00-12:00,32.08
2026-02-02,A3,12,12:00-14:00,21.01
2026-02-02,A3,14,14:00-16:00,19.21
2026-02-02,A3,16,16:00-18:00,19.53
2026-02-02,A3,18,18:00-20:00,32.74
2026-02-02,A3,20,20:00-22:00,86.71
2026-02-02,A3,22,22:00-24:00,79.21
2026-02-02,A4,0,00:00-02:00,80.12
2026-02-02,A4,2,02:00-04:00,66.79
2026-02-02,A4,4,04:00-06:00,29.62
2026-02-02,A4,6,06:00-08:00,51.72
2026-02-02,A4,8,08:00-10:00,39.63
2026-02-02,A4,10,10:00-12:00,35.51
2026-02-02,A4,12,12:00-14:00,21.25
2026-02-02,A4,14,14:00-16:00,23.5
2026-02-02,A4,16,16:00-18:00,19.93
2026-02-02,A4,18,18:00-20:00,47.67
2026-02-02,A4,20,20:00-22:00,81.37
2026-02-02,A4,22,22:00-24:00,58.7
2026-02-02,A5,0,00:00-02:00,62.93
2026-02-02,A5,2,02:00-04:00,80.05
2026-02-02,A5,4,04:00-06:00,23.72
2026-02-02,A5,6,06:00-08:00,39.1
2026-02-02,A5,8,08:00-10:00,31.42
2026-02-02,A5,10,10:00-12:00,37.14
2026-02-02,A5,12,12:00-14:00,19.1
2026-02-02,A5,14,14:00-16:00,18.93
2026-02-02,A5,16,16:00-18:00,18.34
2026-02-02,A5,18,18:00-20:00,33.42
2026-02-02,A5,20,20:00-22:00,94.07
2026-02-02,A5,22,22:00-24:00,89.61
2026-02-02,A6,0,00:00-02:00,57.8
2026-02-02,A6,2,02:00-04:00,86.61
2026-02-02,A6,4,04:00-06:00,37.6
2026-02-02,A6,6,06:00-08:00,40.78
2026-02-02,A6,8,08:00-10:00,39.62
2026-02-02,A6,10,10:00-12:00,36.04
2026-02-02,A6,12,12:00-14:00,22.95
2026-02-02,A6,14,14:00-16:00,20.38
2026-02-02,A6,16,16:00-18:00,18.57
2026-02-02,A6,18,18:00-20:00,32.17
2026-02-02,A6,20,20:00-22:00,60.62
2026-02-02,A6,22,22:00-24:00,52.77
2026-02-02,B1,0,00:00-02:00,15.03
2026-02-02,B1,2,02:00-04:00,12.31
2026-02-02,B1,4,04:00-06:00,14.4
2026-02-02,B1,6,06:00-08:00,18.08
2026-02-02,B1,8,08:00-10:00,41.3
2026-02-02,B1,10,10:00-12:00,79.61
2026-02-02,B1,12,12:00-14:00,78.95
2026-02-02,B1,14,14:00-16:00,102.56
2026-02-02,B1,16,16:00-18:00,37.73
2026-02-02,B1,18,18:00-20:00,33.28
2026-02-02,B1,20,20:00-22:00,27.51
2026-02-02,B1,22,22:00-24:00,37.07
2026-02-02,B2,0,00:00-02:00,16.87
2026-02-02,B2,2,02:00-04:00,13.58
2026-02-02,B2,4,04:00-06:00,15.66
2026-02-02,B2,6,06:00-08:00,14.18
2026-02-02,B2,8,08:00-10:00,34.03
2026-02-02,B2,10,10:00-12:00,50.15
2026-02-02,B2,12,12:00-14:00,77.34
2026-02-02,B2,14,14:00-16:00,91.63
2026-02-02,B2,16,16:00-18:00,31.69
2026-02-02,B2,18,18:00-20:00,35.28
2026-02-02,B2,20,20:00-22:00,31.03
2026-02-02,B2,22,22:00-24:00,36.89
2026-02-02,B3,0,00:00-02:00,14.51
2026-02-02,B3,2,02:00-04:00,12.89
2026-02-02,B3,4,04:00-06:00,18.0
2026-02-02,B3,6,06:00-08:00,17.09
2026-02-02,B3,8,08:00-10:00,31.82
2026-02-02,B3,10,10:00-12:00,85.97
2026-02-02,B3,12,12:00-14:00,86.45
2026-02-02,B3,14,14:00-16:00,87.71
2026-02-02,B3,16,16:00-18:00,26.11
2026-02-02,B3,18,18:00-20:00,40.28
2026-02-02,B3,20,20:00-22:00,32.01
2026-02-02,B3,22,22:00-24:00,33.12
2026-02-02,C1,0,00:00-02:00,97.7
2026-02-02,C1,2,02:00-04:00,73.17
2026-02-02,C1,4,04:00-06:00,37.68
2026-02-02,C1,6,06:00-08:00,26.77
2026-02-02,C1,8,08:00-10:00,48.34
2026-02-02,C1,10,10:00-12:00,31.93
2026-02-02,C1,12,12:00-14:00,16.99
2026-02-02,C1,14,14:00-16:00,19.01
2026-02-02,C1,16,16:00-18:00,24.25
2026-02-02,C1,18,18:00-20:00,44.64
2026-02-02,C1,20,20:00-22:00,68.34
2026-02-02,C1,22,22:00-24:00,73.24
2026-02-02,C2,0,00:00-02:00,63.7
2026-02-02,C2,2,02:00-04:00,71.47
2026-02-02,C2,4,04:00-06:00,40.44
2026-02-02,C2,6,06:00-08:00,45.81
2026-02-02,C2,8,08:00-10:00,45.8
2026-02-02,C2,10,10:00-12:00,42.96
2026-02-02,C2,12,12:00-14:00,18.91
2026-02-02,C2,14,14:00-16:00,22.23
2026-02-02,C2,16,16:00-18:00,19.72
2026-02-02,C2,18,18:00-20:00,33.51
2026-02-02,C2,20,20:00-22:00,65.77
2026-02-02,C2,22,22:00-24:00,70.89
2026-02-02,C3,0,00:00-02:00,79.56
2026-02-02,C3,2,02:00-04:00,68.07
2026-02-02,C3,4,04:00-06:00,32.74
2026-02-02,C3,6,06:00-08:00,40.34
2026-02-02,C3,8,08:00-10:00,40.68
2026-02-02,C3,10,10:00-12:00,41.12
2026-02-02,C3,12,12:00-14:00,22.76
2026-02-02,C3,14,14:00-16:00,23.06
2026-02-02,C3,16,16:00-18:00,18.22
2026-02-02,C3,18,18:00-20:00,36.3
2026-02-02,C3,20,20:00-22:00,59.08
2026-02-02,C3,22,22:00-24:00,77.34
2026-02-02,C4,0,00:00-02:00,85.21
2026-02-02,C4,2,02:00-04:00,66.69
2026-02-02,C4,4,04:00-06:00,38.55
2026-02-02,C4,6,06:00-08:00,48.8
2026-02-02,C4,8,08:00-10:00,43.03
2026-02-02,C4,10,10:00-12:00,42.62
2026-02-02,C4,12,12:00-14:00,16.43
2026-02-02,C4,14,14:00-16:00,22.04
2026-02-02,C4,16,16:00-18:00,17.21
2026-02-02,C4,18,18:00-20:00,33.2
2026-02-02,C4,20,20:00-22:00,66.36
2026-02-02,C4,22,22:00-24:00,63.85
2026-02-02,C5,0,00:00-02:00,67.67
2026-02-02,C5,2,02:00-04:00,54.87
2026-02-02,C5,4,04:00-06:00,45.75
2026-02-02,C5,6,06:00-08:00,46.77
2026-02-02,C5,8,08:00-10:00,28.32
2026-02-02,C5,10,10:00-12:00,45.87
2026-02-02,C5,12,12:00-14:00,17.57
2026-02-02,C5,14,14:00-16:00,22.57
2026-02-02,C5,16,16:00-18:00,19.79
2026-02-02,C5,18,18:00-20:00,40.17
2026-02-02,C5,20,20:00-22:00,68.06
2026-02-02,C5,22,22:00-24:00,82.73
2026-02-02,C6,0,00:00-02:00,56.98
2026-02-02,C6,2,02:00-04:00,76.38
2026-02-02,C6,4,04:00-06:00,46.61
2026-02-02,C6,6,06:00-08:00,44.3
2026-02-02,C6,8,08:00-10:00,53.95
2026-02-02,C6,10,10:00-12:00,36.83
2026-02-02,C6,12,12:00-14:00,22.87
2026-02-02,C6,14,14:00-16:00,19.68
2026-02-02,C6,16,16:00-18:00,23.7
2026-02-02,C6,18,18:00-20:00,39.95
2026-02-02,C6,20,20:00-22:00,65.93
2026-02-02,C6,22,22:00-24:00,83.71
2026-02-02,Common Area,0,00:00-02:00,64.84
2026-02-02,Common Area,2,02:00-04:00,55.17
2026-02-02,Common Area,4,04:00-06:00,36.9
2026-02-02,Common Area,6,06:00-08:00,43.71
2026-02-02,Common Area,8,08:00-10:00,48.35
2026-02-02,Common Area,10,10:00-12:00,40.67
2026-02-02,Common Area,12,12:00-14:00,23.95
2026-02-02,Common Area,14,14:00-16:00,15.93
2026-02-02,Common Area,16,16:00-18:00,18.67
2026-02-02,Common Area,18,18:00-20:00,38.27
2026-02-02,Common Area,20,20:00-22:00,68.8
2026-02-02,Common Area,22,22:00-24:00,70.88
2026-02-03,A1,0,00:00-02:00,77.25
2026-02-03,A1,2,02:00-04:00,65.33
2026-02-03,A1,4,04:00-06:00,40.83
2026-02-03,A1,6,06:00-08:00,39.73
2026-02-03,A1,8,08:00-10:00,34.44
2026-02-03,A1,10,10:00-12:00,39.32
2026-02-03,A1,12,12:00-14:00,19.57
2026-02-03,A1,14,14:00-16:00,19.5
2026-02-03,A1,16,16:00-18:00,20.1
2026-02-03,A1,18,18:00-20:00,40.45
2026-02-03,A1,20,20:00-22:00,65.46
2026-02-03,A1,22,22:00-24:00,83.36
2026-02-03,A2,0,00:00-02:00,57.72
2026-02-03,A2,2,02:00-04:00,62.43
2026-02-03,A2,4,04:00-06:00,56.68
2026-02-03,A2,6,06:00-08:00,33.77
2026-02-03,A2,8,08:00-10:00,31.88
2026-02-03,A2,10,10:00-12:00,44.41
2026-02-03,A2,12,12:00-14:00,13.77
2026-02-03,A2,14,14:00-16:00,19.29
2026-02-03,A2,16,16:00-18:00,26.44
2026-02-03,A2,18,18:00-20:00,30.73
2026-02-03,A2,20,20:00-22:00,49.19
2026-02-03,A2,22,22:00-24:00,54.26
2026-02-03,A3,0,00:00-02:00,79.43
2026-02-03,A3,2,02:00-04:00,81.81
2026-02-03,A3,4,04:00-06:00,36.92
2026-02-03,A3,6,06:00-08:00,44.1
2026-02-03,A3,8,08:00-10:00,48.34
2026-02-03,A3,10,10:00-12:00,50.72
2026-02-03,A3,12,12:00-14:00,19.26
2026-02-03,A3,14,14:00-16:00,13.1
2026-02-03,A3,16,16:00-18:00,17.54
2026-02-03,A3,18,18:00-20:00,37.44
2026-02-03,A3,20,20:00-22:00,67.28
2026-02-03,A3,22,22:00-24:00,68.03
2026-02-03,A4,0,00:00-02:00,81.75
2026-02-03,A4,2,02:00-04:00,83.38
2026-02-03,A4,4,04:00-06:00,38.97
2026-02-03,A4,6,06:00-08:00,46.59
2026-02-03,A4,8,08:00-10:00,42.15
2026-02-03,A4,10,10:00-12:00,40.39
2026-02-03,A4,12,12:00-14:00,22.72
2026-02-03,A4,14,14:00-16:00,20.22
2026-02-03,A4,16,16:00-18:00,26.17
2026-02-03,A4,18,18:00-20:00,31.37
2026-02-03,A4,20,20:00-22:00,64.59
2026-02-03,A4,22,22:00-24:00,68.67
2026-02-03,A5,0,00:00-02:00,74.61
2026-02-03,A5,2,02:00-04:00,83.31
2026-02-03,A5,4,04:00-06:00,39.85
2026-02-03,A5,6,06:00-08:00,31.47
2026-02-03,A5,8,08:00-10:00,45.06
2026-02-03,A5,10,10:00-12:00,44.53
2026-02-03,A5,12,12:00-14:00,14.17
2026-02-03,A5,14,14:00-16:00,19.99
2026-02-03,A5,16,16:00-18:00,15.23
2026-02-03,A5,18,18:00-20:00,36.01
2026-02-03,A5,20,20:00-22:00,60.52
2026-02-03,A5,22,22:00-24:00,78.5
2026-02-03,A6,0,00:00-02:00,71.23
2026-02-03,A6,2,02:00-04:00,56.5
2026-02-03,A6,4,04:00-06:00,45.28
2026-02-03,A6,6,06:00-08:00,31.4
2026-02-03,A6,8,08:00-10:00,41.98
2026-02-03,A6,10,10:00-12:00,35.12
2026-02-03,A6,12,12:00-14:00,18.9
2026-02-03,A6,14,14:00-16:00,21.51
2026-02-03,A6,16,16:00-18:00,21.56
2026-02-03,A6,18,18:00-20:00,48.02
2026-02-03,A6,20,20:00-22:00,69.14
2026-02-03,A6,22,22:00-24:00,73.22
2026-02-03,B1,0,00:00-02:00,14.02
2026-02-03,B1,2,02:00-04:00,15.41
2026-02-03,B1,4,04:00-06:00,15.99
2026-02-03,B1,6,06:00-08:00,14.78
2026-02-03,B1,8,08:00-10:00,25.53
2026-02-03,B1,10,10:00-12:00,83.98
2026-02-03,B1,12,12:00-14:00,84.37
2026-02-03,B1,14,14:00-16:00,71.84
2026-02-03,B1,16,16:00-18:00,28.26
2026-02-03,B1,18,18:00-20:00,42.75
2026-02-03,B1,20,20:00-22:00,37.58
2026-02-03,B1,22,22:00-24:00,33.8
2026-02-03,B2,0,00:00-02:00,12.44
2026-02-03,B2,2,02:00-04:00,13.15
2026-02-03,B2,4,04:00-06:00,17.93
2026-02-03,B2,6,06:00-08:00,15.31
2026-02-03,B2,8,08:00-10:00,32.11
2026-02-03,B2,10,10:00-12:00,86.12
2026-02-03,B2,12,12:00-14:00,70.23
2026-02-03,B2,14,14:00-16:00,98.01
2026-02-03,B2,16,16:00-18:00,42.1
2026-02-03,B2,18,18:00-20:00,32.55
2026-02-03,B2,20,20:00-22:00,31.7
2026-02-03,B2,22,22:00-24:00,21.25
2026-02-03,B3,0,00:00-02:00,11.67
2026-02-03,B3,2,02:00-04:00,11.99
2026-02-03,B3,4,04:00-06:00,15.3
2026-02-03,B3,6,06:00-08:00,14.27
2026-02-03,B3,8,08:00-10:00,27.94
2026-02-03,B3,10,10:00-12:00,76.63
2026-02-03,B3,12,12:00-14:00,86.06
2026-02-03,B3,14,14:00-16:00,86.33
2026-02-03,B3,16,16:00-18:00,25.03
2026-02-03,B3,18,18:00-20:00,34.33
2026-02-03,B3,20,20:00-22:00,27.74
2026-02-03,B3,22,22:00-24:00,39.73
2026-02-03,C1,0,00:00-02:00,78.23
2026-02-03,C1,2,02:00-04:00,60.57
2026-02-03,C1,4,04:00-06:00,35.4
2026-02-03,C1,6,06:00-08:00,37.23
2026-02-03,C1,8,08:00-10:00,26.48
2026-02-03,C1,10,10:00-12:00,42.02
2026-02-03,C1,12,12:00-14:00,19.18
2026-02-03,C1,14,14:00-16:00,22.91
2026-02-03,C1,16,16:00-18:00,16.7
2026-02-03,C1,18,18:00-20:00,36.29
2026-02-03,C1,20,20:00-22:00,54.18
2026-02-03,C1,22,22:00-24:00,59.45
2026-02-03,C2,0,00:00-02:00,57.59
2026-02-03,C2,2,02:00-04:00,80.46
2026-02-03,C2,4,04:00-06:00,35.81
2026-02-03,C2,6,06:00-08:00,40.75
2026-02-03,C2,8,08:00-10:00,37.72
2026-02-03,C2,10,10:00-12:00,32.38
2026-02-03,C2,12,12:00-14:00,19.5
2026-02-03,C2,14,14:00-16:00,21.8
2026-02-03,C2,16,16:00-18:00,16.38
2026-02-03,C2,18,18:00-20:00,44.85
2026-02-03,C2,20,20:00-22:00,61.08
2026-02-03,C2,22,22:00-24:00,64.93
2026-02-03,C3,0,00:00-02:00,75.57
2026-02-03,C3,2,02:00-04:00,63.03
2026-02-03,C3,4,04:00-06:00,40.23
2026-02-03,C3,6,06:00-08:00,38.11
2026-02-03,C3,8,08:00-10:00,40.78
2026-02-03,C3,10,10:00-12:00,25.72
2026-02-03,C3,12,12:00-14:00,14.51
2026-02-03,C3,14,14:00-16:00,21.85
2026-02-03,C3,16,16:00-18:00,23.11
2026-02-03,C3,18,18:00-20:00,34.54
2026-02-03,C3,20,20:00-22:00,67.44
2026-02-03,C3,22,22:00-24:00,73.09
2026-02-03,C4,0,00:00-02:00,77.28
2026-02-03,C4,2,02:00-04:00,48.71
2026-02-03,C4,4,04:00-06:00,34.68
2026-02-03,C4,6,06:00-08:00,38.0
2026-02-03,C4,8,08:00-10:00,44.22
2026-02-03,C4,10,10:00-12:00,54.99
2026-02-03,C4,12,12:00-14:00,19.32
2026-02-03,C4,14,14:00-16:00,15.78
2026-02-03,C4,16,16:00-18:00,21.21
2026-02-03,C4,18,18:00-20:00,47.93
2026-02-03,C4,20,20:00-22:00,71.13
2026-02-03,C4,22,22:00-24:00,60.48
2026-02-03,C5,0,00:00-02:00,80.06
2026-02-03,C5,2,02:00-04:00,76.97
2026-02-03,C5,4,04:00-06:00,33.84
2026-02-03,C5,6,06:00-08:00,42.29
2026-02-03,C5,8,08:00-10:00,45.98
2026-02-03,C5,10,10:00-12:00,47.09
2026-02-03,C5,12,12:00-14:00,19.8
2026-02-03,C5,14,14:00-16:00,18.93
2026-02-03,C5,16,16:00-18:00,23.68
2026-02-03,C5,18,18:00-20:00,32.74
2026-02-03,C5,20,20:00-22:00,74.61
2026-02-03,C5,22,22:00-24:00,55.61
2026-02-03,C6,0,00:00-02:00,81.19
2026-02-03,C6,2,02:00-04:00,67.29
2026-02-03,C6,4,04:00-06:00,47.61
2026-02-03,C6,6,06:00-08:00,42.95
2026-02-03,C6,8,08:00-10:00,32.66
2026-02-03,C6,10,10:00-12:00,48.55
2026-02-03,C6,12,12:00-14:00,24.65
2026-02-03,C6,14,14:00-16:00,22.65
2026-02-03,C6,16,16:00-18:00,17.72
2026-02-03,C6,18,18:00-20:00,38.16
2026-02-03,C6,20,20:00-22:00,71.53
2026-02-03,C6,22,22:00-24:00,62.61
2026-02-03,Common Area,0,00:00-02:00,87.77
2026-02-03,Common Area,2,02:00-04:00,71.52
2026-02-03,Common Area,4,04:00-06:00,23.78
2026-02-03,Common Area,6,06:00-08:00,42.04
2026-02-03,Common Area,8,08:00-10:00,37.91
2026-02-03,Common Area,10,10:00-12:00,39.55
2026-02-03,Common Area,12,12:00-14:00,18.89
2026-02-03,Common Area,14,14:00-16:00,22.42
2026-02-03,Common Area,16,16:00-18:00,23.36
2026-02-03,Common Area,18,18:00-20:00,41.7
2026-02-03,Common Area,20,20:00-22:00,66.44
2026-02-03,Common Area,22,22:00-24:00,69.57
2026-02-04,A1,0,00:00-02:00,70.21
2026-02-04,A1,2,02:00-04:00,61.57
2026-02-04,A1,4,04:00-06:00,43.47
2026-02-04,A1,6,06:00-08:00,42.76
2026-02-04,A1,8,08:00-10:00,49.24
2026-02-04,A1,10,10:00-12:00,47.53
2026-02-04,A1,12,12:00-14:00,17.94
2026-02-04,A1,14,14:00-16:00,22.46
2026-02-04,A1,16,16:00-18:00,17.15
2026-02-04,A1,18,18:00-20:00,44.18
2026-02-04,A1,20,20:00-22:00,64.58
2026-02-04,A1,22,22:00-24:00,59.26
2026-02-04,A2,0,00:00-02:00,72.94
2026-02-04,A2,2,02:00-04:00,41.92
2026-02-04,A2,4,04:00-06:00,29.49
2026-02-04,A2,6,06:00-08:00,38.94
2026-02-04,A2,8,08:00-10:00,40.49
2026-02-04,A2,10,10:00-12:00,37.78
2026-02-04,A2,12,12:00-14:00,15.26
2026-02-04,A2,14,14:00-16:00,17.55
2026-02-04,A2,16,16:00-18:00,21.17
2026-02-04,A2,18,18:00-20:00,43.49
2026-02-04,A2,20,20:00-22:00,69.83
2026-02-04,A2,22,22:00-24:00,82.15
2026-02-04,A3,0,00:00-02:00,74.17
2026-02-04,A3,2,02:00-04:00,62.15
2026-02-04,A3,4,04:00-06:00,38.32
2026-02-04,A3,6,06:00-08:00,31.58
2026-02-04,A3,8,08:00-10:00,39.35
2026-02-04,A3,10,10:00-12:00,46.67
2026-02-04,A3,12,12:00-14:00,22.06
2026-02-04,A3,14,14:00-16:00,24.21
2026-02-04,A3,16,16:00-18:00,19.09
2026-02-04,A3,18,18:00-20:00,48.08
2026-02-04,A3,20,20:00-22:00,67.97
2026-02-04,A3,22,22:00-24:00,85.45
2026-02-04,A4,0,00:00-02:00,69.77
2026-02-04,A4,2,02:00-04:00,77.43
2026-02-04,A4,4,04:00-06:00,48.85
2026-02-04,A4,6,06:00-08:00,38.84
2026-02-04,A4,8,08:00-10:00,41.31
2026-02-04,A4,10,10:00-12:00,47.73
2026-02-04,A4,12,12:00-14:00,19.6
2026-02-04,A4,14,14:00-16:00,16.04
2026-02-04,A4,16,16:00-18:00,26.43
2026-02-04,A4,18,18:00-20:00,37.18
2026-02-04,A4,20,20:00-22:00,71.67
2026-02-04,A4,22,22:00-24:00,82.14
2026-02-04,A5,0,00:00-02:00,63.61
2026-02-04,A5,2,02:00-04:00,59.42
2026-02-04,A5,4,04:00-06:00,41.52
2026-02-04,A5,6,06:00-08:00,29.24
2026-02-04,A5,8,08:00-10:00,38.27
2026-02-04,A5,10,10:00-12:00,41.47
2026-02-04,A5,12,12:00-14:00,19.19
2026-02-04,A5,14,14:00-16:00,15.37
2026-02-04,A5,16,16:00-18:00,24.78
2026-02-04,A5,18,18:00-20:00,40.62
2026-02-04,A5,20,20:00-22:00,85.03
2026-02-04,A5,22,22:00-24:00,67.27
2026-02-04,A6,0,00:00-02:00,60.76
2026-02-04,A6,2,02:00-04:00,72.83
2026-02-04,A6,4,04:00-06:00,38.71
2026-02-04,A6,6,06:00-08:00,32.93
2026-02-04,A6,8,08:00-10:00,48.82
2026-02-04,A6,10,10:00-12:00,36.27
2026-02-04,A6,12,12:00-14:00,14.48
2026-02-04,A6,14,14:00-16:00,23.98
2026-02-04,A6,16,16:00-18:00,18.49
2026-02-04,A6,18,18:00-20:00,36.35
2026-02-04,A6,20,20:00-22:00,51.46
2026-02-04,A6,22,22:00-24:00,88.28
2026-02-04,B1,0,00:00-02:00,12.1
2026-02-04,B1,2,02:00-04:00,15.13
2026-02-04,B1,4,04:00-06:00,17.05
2026-02-04,B1,6,06:00-08:00,15.95
2026-02-04,B1,8,08:00-10:00,34.69
2026-02-04,B1,10,10:00-12:00,59.58
2026-02-04,B1,12,12:00-14:00,70.28
2026-02-04,B1,14,14:00-16:00,82.25
2026-02-04,B1,16,16:00-18:00,30.87
2026-02-04,B1,18,18:00-20:00,36.07
2026-02-04,B1,20,20:00-22:00,38.58
2026-02-04,B1,22,22:00-24:00,40.05
2026-02-04,B2,0,00:00-02:00,12.24
2026-02-04,B2,2,02:00-04:00,19.94
2026-02-04,B2,4,04:00-06:00,16.73
2026-02-04,B2,6,06:00-08:00,15.0
2026-02-04,B2,8,08:00-10:00,40.72
2026-02-04,B2,10,10:00-12:00,108.38
2026-02-04,B2,12,12:00-14:00,62.74
2026-02-04,B2,14,14:00-16:00,77.3
2026-02-04,B2,16,16:00-18:00,22.51
2026-02-04,B2,18,18:00-20:00,36.01
2026-02-04,B2,20,20:00-22:00,36.92
2026-02-04,B2,22,22:00-24:00,34.79
2026-02-04,B3,0,00:00-02:00,13.53
2026-02-04,B3,2,02:00-04:00,10.39
